3.6364,0.16,0.1575
3.6036,0.16,0.1575
3.5714,0.16,0.155
3.5398,0.16,0.1575
3.5088,0.1625,0.16
3.4783,0.1625,0.1575
3.4483,0.165,0.16
3.4188,0.1675,0.165
3.3898,0.1675,0.165
3.3613,0.1675,0.165
3.3333,0.165,0.165
3.3058,0.1675,0.165
3.2787,0.1675,0.1675
3.252,0.17,0.1675
3.2258,0.1675,0.1675
3.2,0.1725,0.1675
3.1746,0.1725,0.1675
3.1496,0.1725,0.17
3.125,0.175,0.1725
3.1008,0.1725,0.1725
3.0769,0.17,0.175
3.0534,0.17,0.1775
3.0303,0.175,0.18
3.0075,0.175,0.18
2.9851,0.18,0.1775
2.963,0.1825,0.1775
2.9412,0.1875,0.1775
2.9197,0.1875,0.1775
2.8986,0.1875,0.1825
2.8777,0.1875,0.1825
2.8571,0.1875,0.1825
2.8369,0.185,0.1825
2.8169,0.19,0.185
2.7972,0.1925,0.185
2.7778,0.1925,0.185
2.7586,0.1925,0.185
2.7397,0.195,0.19
2.7211,0.195,0.19
2.7027,0.1975,0.1925
2.6846,0.1975,0.19
2.6667,0.195,0.1925
2.649,0.1975,0.19
2.6316,0.1975,0.19
2.6144,0.1975,0.1925
2.5974,0.1975,0.195
2.5806,0.1975,0.1975
2.5641,0.2,0.1975
2.5478,0.2025,0.1975
2.5316,0.2025,0.2025
2.5157,0.205,0.2
2.5,0.2075,0.2
2.4845,0.205,0.1975
2.4691,0.205,0.2025
2.454,0.205,0.2
2.439,0.2025,0.2025
2.4242,0.2025,0.2025
2.4096,0.2025,0.2025
2.3952,0.2025,0.2025
2.381,0.2025,0.2025
2.3669,0.2025,0.2
2.3529,0.2025,0.2
2.3392,0.2025,0.2
2.3256,0.2025,0.1975
2.3121,0.2075,0.2
2.2989,0.205,0.2
2.2857,0.205,0.2
2.2727,0.205,0.2025
2.2599,0.205,0.2025
2.2472,0.2075,0.2025
2.2346,0.2075,0.2025
2.2222,0.2075,0.205
2.2099,0.21,0.205
2.1978,0.2125,0.2025
2.1858,0.2125,0.2
2.1739,0.21,0.205
2.1622,0.21,0.205
2.1505,0.21,0.205
2.139,0.21,0.205
2.1277,0.2125,0.205
2.1164,0.21,0.205
2.1053,0.21,0.205
2.0942,0.2125,0.205
2.0833,0.215,0.205
2.0725,0.215,0.205
2.0619,0.2175,0.2075
2.0513,0.2175,0.2075
2.0408,0.215,0.2075
2.0305,0.215,0.205
2.0202,0.215,0.2075
2.0101,0.2175,0.2075
2,0.215,0.2075
1.99,0.22,0.2075
1.9802,0.2175,0.2075
1.9704,0.2175,0.21
1.9608,0.22,0.21
1.9512,0.22,0.21
1.9417,0.2225,0.2125
1.9324,0.22,0.21
1.9231,0.22,0.21
1.9139,0.2175,0.21
1.9048,0.22,0.21
1.8957,0.22,0.21
1.8868,0.2225,0.21
1.8779,0.2225,0.2125
1.8692,0.2225,0.2125
1.8605,0.22,0.215
1.8519,0.2225,0.215
1.8433,0.2225,0.215
1.8349,0.22,0.215
1.8265,0.22,0.215
1.8182,0.22,0.215
1.81,0.22,0.2175
1.8018,0.2225,0.215
1.7937,0.22,0.2175
1.7857,0.2175,0.2175
1.7778,0.22,0.2175
1.7699,0.2175,0.2175
1.7621,0.22,0.2175
1.7544,0.22,0.22
1.7467,0.215,0.22
1.7391,0.215,0.22
1.7316,0.215,0.22
1.7241,0.2175,0.2225
1.7167,0.2175,0.2225
1.7094,0.22,0.2225
1.7021,0.22,0.22
1.6949,0.22,0.2175
1.6878,0.22,0.2225
1.6807,0.22,0.22
1.6736,0.2225,0.22
1.6667,0.225,0.22
1.6598,0.225,0.2225
1.6529,0.225,0.2225
1.6461,0.225,0.2225
1.6393,0.225,0.2225
1.6327,0.2225,0.2225
1.626,0.2225,0.2175
1.6194,0.2225,0.2225
1.6129,0.2225,0.2225
1.6064,0.2225,0.2225
1.6,0.225,0.22
1.5936,0.225,0.22
1.5873,0.2275,0.2225
1.581,0.2275,0.2225
1.5748,0.225,0.2225
1.5686,0.2275,0.2225
1.5625,0.2275,0.225
1.5564,0.23,0.225
1.5504,0.23,0.225
1.5444,0.23,0.225
1.5385,0.23,0.225
1.5326,0.23,0.2225
1.5267,0.2325,0.2225
1.5209,0.2325,0.2225
1.5152,0.2325,0.225
1.5094,0.23,0.2225
1.5038,0.23,0.225
1.4981,0.23,0.2225
1.4925,0.23,0.22
1.487,0.2325,0.2225
1.4815,0.235,0.2225
1.476,0.2325,0.2225
1.4706,0.235,0.22
1.4652,0.235,0.22
1.4599,0.235,0.22
1.4545,0.2375,0.225
1.4493,0.235,0.2225
1.444,0.2375,0.2225
1.4388,0.2375,0.225
1.4337,0.2375,0.225
1.4286,0.235,0.225
1.4235,0.2375,0.2225
1.4184,0.2375,0.2225
1.4134,0.235,0.2225
1.4085,0.2325,0.2225
1.4035,0.235,0.2225
1.3986,0.2325,0.2225
1.3937,0.2325,0.225
1.3889,0.2325,0.2225
1.3841,0.2325,0.2225
1.3793,0.2325,0.2225
1.3746,0.235,0.2225
1.3699,0.235,0.225
1.3652,0.235,0.225
1.3605,0.2325,0.225
1.3559,0.2325,0.225
1.3514,0.2325,0.2225
1.3468,0.235,0.22
1.3423,0.235,0.2225
1.3378,0.2375,0.2225
1.3333,0.2375,0.2225
1.3289,0.235,0.2225
1.3245,0.2375,0.2225
1.3201,0.2375,0.225
1.3158,0.2375,0.2275
1.3115,0.2375,0.2275
1.3072,0.2375,0.2275
1.3029,0.235,0.2275
1.2987,0.2375,0.2275
1.2945,0.2375,0.23
1.2903,0.235,0.2275
1.2862,0.24,0.225
1.2821,0.2375,0.2275
1.278,0.24,0.225
1.2739,0.2425,0.225
1.2698,0.245,0.23
1.2658,0.245,0.2275
1.2618,0.2475,0.225
1.2579,0.2475,0.2275
1.2539,0.2475,0.23
1.25,0.2475,0.23
1.2461,0.25,0.23
1.2422,0.25,0.2275
1.2384,0.2475,0.225
1.2346,0.2525,0.2275
1.2308,0.2525,0.2275
1.227,0.2525,0.2275
1.2232,0.25,0.23
1.2195,0.25,0.23
1.2158,0.25,0.2275
1.2121,0.25,0.2275
1.2085,0.25,0.2275
1.2048,0.25,0.2275
1.2012,0.25,0.2275
1.1976,0.25,0.23
1.194,0.25,0.23
1.1905,0.25,0.23
1.1869,0.2475,0.23
1.1834,0.2475,0.23
1.1799,0.245,0.2275
1.1765,0.25,0.2275
1.173,0.245,0.2275
1.1696,0.245,0.23
1.1662,0.24,0.23
1.1628,0.24,0.2275
1.1594,0.2325,0.23
1.1561,0.235,0.23
1.1527,0.2325,0.2275
1.1494,0.235,0.2275
1.1461,0.235,0.2275
1.1429,0.235,0.2275
1.1396,0.2375,0.225
1.1364,0.2375,0.225
1.1331,0.2375,0.2275
1.1299,0.24,0.2275
1.1268,0.2375,0.2275
1.1236,0.2375,0.2275
1.1204,0.235,0.23
1.1173,0.235,0.2275
1.1142,0.235,0.225
1.1111,0.2325,0.225
1.108,0.235,0.225
1.105,0.2375,0.225
1.1019,0.2375,0.225
1.0989,0.235,0.2275
1.0959,0.235,0.2275
1.0929,0.235,0.2275
1.0899,0.2375,0.2275
1.087,0.2375,0.2275
1.084,0.235,0.2225
1.0811,0.2325,0.225
1.0782,0.23,0.2275
1.0753,0.2325,0.2275
1.0724,0.2325,0.2275
1.0695,0.23,0.225
1.0667,0.2325,0.225
1.0638,0.2325,0.225
1.061,0.235,0.225
1.0582,0.2325,0.2225
1.0554,0.23,0.225
1.0526,0.23,0.2225
1.0499,0.2275,0.2225
1.0471,0.2275,0.2225
1.0444,0.23,0.2225
1.0417,0.225,0.2175
1.039,0.2275,0.22
1.0363,0.2325,0.215
1.0336,0.23,0.22
1.0309,0.23,0.215
1.0283,0.2325,0.215
1.0256,0.2325,0.215
1.023,0.23,0.2175
1.0204,0.23,0.2175
1.0178,0.225,0.215
1.0152,0.2175,0.21
1.0127,0.2225,0.21
1.0101,0.22,0.2075
1.0076,0.215,0.21
1.005,0.2225,0.2075
1.0025,0.22,0.2325
